全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考
402052,,福岡県飯塚市,頴田こども園,ｶｲﾀｺﾄﾞﾓｴﾝ ,,,1405,,,,,福岡県飯塚市勢田1010番地1  ,,飯塚市,,,,33.680693,130.724537,,,0948-92-6857,,,,,820-1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,街なか子育てひろば,ﾏﾁﾅｶｺｿﾀﾞﾃﾋﾛﾊﾞ,,,1403,,,,,福岡県飯塚市本町11番10号  ,,飯塚市,,,,33.637337,130.685463,,,0948-22-3809,,,,,820-0042,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,幸袋児童クラブ,ｺｳﾌﾞｸﾛｼﾞﾄﾞｳｸﾗﾌﾞ,,,1403,,,,,福岡県飯塚市中730番地1  ,,飯塚市,,,,33.66674663,130.680657,,,0948-22-1933,,,,,820-0065,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,飯塚東児童クラブ,ｲｲﾂﾞｶﾋｶﾞｼｼﾞﾄﾞｳｸﾗﾌﾞ,,,1403,,,,,福岡県飯塚市下三緒54番地,,飯塚市,,,,33.63219444,130.7070278,,,0948-22-0079,,,,,820-0012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,片島児童クラブ,ｶﾀｼﾏｼﾞﾄﾞｳｸﾗﾌﾞ,,,1403,,,,,福岡県飯塚市片島3丁目8番5号,,飯塚市,,,,33.6481927,130.6812212,,,0948-29-0928,,,,,820-0068,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,立岩児童クラブ,ﾀﾃｲﾜｼﾞﾄﾞｳｸﾗﾌﾞ,,,1403,,,,,福岡県飯塚市川島19番地1,,飯塚市,,,,33.652798,130.69513,,,0948-22-1525,,,,,820-0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,飯塚鎮西児童クラブ,ｲｲﾂﾞｶﾁﾝｾﾞｲｼﾞﾄﾞｳｸﾗﾌﾞ,,,1403,,,,,福岡県飯塚市大日寺141番地  ,,飯塚市,,,,33.63765187,130.6474889,,,0948-28-5216,,,,,820-0046,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,二瀬児童クラブ,ﾌﾀｾｼﾞﾄﾞｳｸﾗﾌﾞ,,,1403,,,,,福岡県飯塚市伊岐須834番地  ,,飯塚市,,,,33.655995,130.65892,,,0948-22-2122,,,,,820-0053,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,伊岐須児童クラブ,ｲｷﾞｽｼﾞﾄﾞｳｸﾗﾌﾞ,,,1403,,,,,福岡県飯塚市伊岐須834番地  ,,飯塚市,,,,33.655995,130.65892,,,0948-22-6282,,,,,820-0053,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,飯塚児童クラブ,ｲｲﾂﾞｶｼﾞﾄﾞｳｸﾗﾌﾞ,,,1403,,,,,福岡県飯塚市西徳前2番6号,,飯塚市,,,,33.63830556,130.6815833,,,0948-22-4569,,,,,820-0033,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,鯰田児童クラブ,ﾅﾏｽﾞﾀｼﾞﾄﾞｳｸﾗﾌﾞ,,,1403,,,,,福岡県飯塚市鯰田1141番地1  ,,飯塚市,,,,33.669006,130.707124,,,0948-29-1892,,,,,820-0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,菰田児童クラブ,ｺﾓﾀﾞｼﾞﾄﾞｳｸﾗﾌﾞ,,,1403,,,,,福岡県飯塚市菰田東2丁目19番5号  ,,飯塚市,,,,33.63125,130.6928611,,,0948-25-6482,,,,,820-0016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,大分児童クラブ,ﾀﾞｲﾌﾞｼﾞﾄﾞｳｸﾗﾌﾞ,,,1403,,,,,福岡県飯塚市大分1950番地5,,飯塚市,,,,33.589554,130.623311,,,0948-72-4199,,,,,820-0712,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,上穂波児童クラブ,ｶﾐﾎﾅﾐｼﾞﾄﾞｳｸﾗﾌﾞ,,,1403,,,,,福岡県飯塚市筑穂元吉430番地8,,飯塚市,,,,33.571007,130.64199,,,0948-72-3024,,,,,820-0705,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,庄内児童クラブ,ｼｮｳﾅｲｼﾞﾄﾞｳｸﾗﾌﾞ,,,1403,,,,,福岡県飯塚市綱分577番地1  ,,飯塚市,,,,33.63903,130.73507,,,0948-82-3077,,,,,820-0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,頴田児童クラブ,ｶｲﾀｼﾞﾄﾞｳｸﾗﾌﾞ,,,1403,,,,,福岡県飯塚市鹿毛馬1667番地2  ,,飯塚市,,,,33.6838619,130.7287451,,,0948-92-6472,,,,,820-1112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,穂波東児童クラブ,ﾎﾅﾐﾋｶﾞｼｼﾞﾄﾞｳｸﾗﾌﾞ,,,1403,,,,,福岡県飯塚市平恒1021番地1  ,,飯塚市,,,,33.61130165,130.6846785,,,0948-21-3195,,,,,820-0073,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,椋本児童クラブ,ﾑｸﾓﾄｼﾞﾄﾞｳｸﾗﾌﾞ,,,1403,,,,,福岡県飯塚市太郎丸851番地1,,飯塚市,,,,33.607864,130.666119,,,0948-25-6133,,,,,820-0076,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,若菜児童クラブ,ﾜｶﾅｼﾞﾄﾞｳｸﾗﾌﾞ,,,1403,,,,,福岡県飯塚市小正268番地2  ,,飯塚市,,,,33.626537,130.66746,,,0948-29-7399,,,,,820-0089,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,高田児童クラブ,ﾀｶﾀｼﾞﾄﾞｳｸﾗﾌﾞ,,,1403,,,,,福岡県飯塚市高田701番地1  ,,飯塚市,,,,33.60671641,130.6399169,,,0948-25-2679,,,,,820-0079,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,内野児童クラブ,ﾀｶﾀｼﾞﾄﾞｳｸﾗﾌﾞ,,,1403,,,,,福岡県飯塚市内野3537番地1  ,,飯塚市,,,,33.53913889,130.6386667,,,0948-72-0177,,,,,820-0079,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,飯塚市少年相談センター,ｲｲﾂﾞｶｼｼｮｳﾈﾝｿｳﾀﾞﾝｾﾝﾀｰ,,,1406,,,,,福岡県飯塚市飯塚9番24号  ,,飯塚市,,,,33.635876,130.686188,,,0948-22-0226,,,,,820-0041,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,シルバー陶芸教室,ｼﾙﾊﾞｰﾄｳｹﾞｲｷｮｳｼﾂ,,,1519,,,,,福岡県飯塚市伊川 82番地45,,飯塚市,,,,33.646564,130.646871,,,,,,,,820-0054,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,穂波福祉総合センター,ﾎﾅﾐﾌｸｼｿｳｺﾞｳｾﾝﾀｰ,,,1499,,,,,福岡県飯塚市枝国402番地100,,飯塚市,,,,33.629548,130.669584,,,0948-21-6330,,,,,820-0081,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,庄内保健福祉総合センターハーモニー,ｼｮｳﾅｲﾎｹﾝﾌｸｼｿｳｺﾞｳｾﾝﾀｰﾊｰﾓﾆｰ,,,1499,,,,,福岡県飯塚市綱分771番地1,,飯塚市,,,,33.637614,130.729387,,,0948-82-5300,,,,,820-0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,健康の森公園多目的施設,ｹﾝｺｳﾉﾓﾘｺｳｴﾝﾀﾓｸﾃｷｼｾﾂ,,,1133,,,,,福岡県飯塚市吉北120番地6  ,,飯塚市,,,,33.681345,130.686332,,,0948-24-2355,,,,,820-0061,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,飯塚市健幸プラザ,ｲｲﾂﾞｶｼｹﾝｺｳﾌﾟﾗｻﾞ ,,,1133,,,,,福岡県飯塚市本町14番6号  ,,飯塚市,,,,33.638004,130.684952,,,0948-24-2057,,,,,820-0042,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,サン・アビリティーズいいづか,ｻﾝｱﾋﾞﾘﾃｨｰｽﾞｲｲﾂﾞｶ,,,1499,,,,,福岡県飯塚市柏の森956番地4  ,,飯塚市,,,,33.642506,130.695877,,,0948-29-3087,,,,,820-0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,飯塚市保健センター,ｲｲﾂﾞｶｼﾎｹﾝｾﾝﾀｰ ,,,1606,,,,,福岡県飯塚市忠隈523番地  ,,飯塚市,,,,33.619934,130.681732,,,0948-24-4002,,,,,820-0071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,飯塚市立病院,ｲｲﾂﾞｶｼｼﾘﾂﾋﾞｮｳｲﾝ,,,1601,,,,,福岡県飯塚市弁分633番地1,,飯塚市,,,,33.61975383,130.6524302,,,0948-22-2980,,,,,820-0088,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,飯塚急患センター,ｲｲﾂﾞｶｷｭｳｶﾝｾﾝﾀｰ  ,,,1601,,,,,福岡県飯塚市吉原町1番1号  ,,飯塚市,,,,33.640976,130.68573,,,0948-24-3399,,,,,820-0040,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,飯塚市斎場,ｲｲﾂﾞｶｼｻｲｼﾞｮｳ,,,3502,,,,,福岡県飯塚市大日寺736番地  ,,飯塚市,,,,33.635532,130.644745,,,0948-22-0288,,,,,820-0046,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,飯塚霊園,ｲｲﾂﾞｶﾚｲｴﾝ   ,,,3502,,,,,福岡県飯塚市庄司 1594番地1  ,,飯塚市,,,,33.683468,130.657928,,,0948-25-0598,,,,,820-0051,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,健幸プラザ駐車場,ｹﾝｺｳﾌﾟﾗｻﾞﾁｭｳｼｬｼﾞｮｳ,,,3731,,,,,福岡県飯塚市本町19番38号,,飯塚市,,,,33.638515,130.682587,,,0948-24-2057,,,,,820-0042,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,飯塚立体駐車場,ｲｲﾂﾞｶﾘｯﾀｲﾁｭｳｼｬｼﾞｮｳ  ,,,3731,,,,,福岡県飯塚市飯塚14番7号  ,,飯塚市,,,,33.635622,130.685399,,,0948-25-8566,,,,,820-0041,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,鯰田駅前自転車駐車場,ﾅﾏｽﾞﾀｴｷﾏｴｼﾞﾃﾝｼｬﾁｭｳｼｬｼﾞｮｳ,,,3731,,,,,福岡県飯塚市鯰田3186番地,,飯塚市,,,,33.66855,130.701771,,,0948-96-8471,,,,,820-0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,浦田駅前自転車駐車場,ｳﾗﾀｴｷﾏｴｼﾞﾃﾝｼｬﾁｭｳｼｬｼﾞｮｳ,,,3731,,,,,福岡県飯塚市鯰田3206番地,,飯塚市,,,,33.656326,130.69941,,,0948-96-8471,,,,,820-0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,新飯塚駅前北側自転車駐車場,ｼﾝｲｲﾂﾞｶｴｷﾏｴｷﾀｶﾞﾜｼﾞﾃﾝｼｬﾁｭｳｼｬｼﾞｮｳ,,,3731,,,,,福岡県飯塚市立岩2198番地,,飯塚市,,,,33.644742,130.694185,,,0948-96-8471,,,,,820-0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,新飯塚駅前東側自転車駐車場,ｼﾝｲｲﾂﾞｶｴｷﾏｴﾋｶﾞｼｶﾞﾜｼﾞﾃﾝｼｬﾁｭｳｼｬｼﾞｮｳ,,,3731,,,,,福岡県飯塚市立岩2199番地4  ,,飯塚市,,,,33.643635,130.694325,,,0948-96-8471,,,,,820-0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,飯塚駅前自転車駐車場,ｲｲﾂﾞｶｴｷﾏｴｼﾞﾃﾝｼｬﾁｭｳｼｬｼﾞｮｳ,,,3731,,,,,福岡県飯塚市菰田西1丁目208番地,,飯塚市,,,,33.627989,130.689476,,,0948-96-8471,,,,,820-0017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,吉原町自転車駐車場,ﾖｼﾜﾗﾏﾁｼﾞﾃﾝｼｬﾁｭｳｼｬｼﾞｮｳ ,,,3731,,,,,福岡県飯塚市吉原町3番15号  ,,飯塚市,,,,33.641697,130.685226,,,0948-96-8471,,,,,820-0040,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,天道駅前自転車駐車場,ﾃﾝﾄｳｴｷﾏｴｼﾞﾃﾝｼｬﾁｭｳｼｬｼﾞｮｳ  ,,,3731,,,,,福岡県飯塚市天道680番地60  ,,飯塚市,,,,33.605219,130.677727,,,0948-96-8612,,,,,820-0075,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,筑前大分駅前自転車駐車場,ﾁｸｾﾞﾝﾀﾞｲﾌﾞｴｷﾏｴｼﾞﾃﾝｼｬﾁｭｳｼｬｼﾞｮｳ,,,3731,,,,,福岡県飯塚市大分1511番地3,,飯塚市,,,,33.590117,130.629587,,,0948-72-1101,,,,,820-0712,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,清水谷留学生等住宅,ｼﾐｽﾞﾀﾞﾆﾘｭｳｶﾞｸｾｲﾄｳｼﾞｭｳﾀｸ ,,,403,,,,,福岡県飯塚市相田294番地9,,飯塚市,,,,33.655915,130.657375,,,,,,,,820-0052,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,健康の森公園　温室,ｹﾝｺｳﾉﾓﾘｺｳｴﾝ ｵﾝｼﾂ  ,,,1133,,,,,福岡県飯塚市吉北118番地3  ,,飯塚市,,,,33.681881,130.689197,,,0948-24-2355,,,,,820-0061,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,飯塚市クリーンセンター（清掃工場）,ｲｲﾂﾞｶｼｸﾘｰﾝｾﾝﾀｰ,,,2006,,,,,福岡県飯塚市吉北118番地2,,飯塚市,,,,33.680256,130.690881,,,0948-22-7272,,,,,820-0061,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,飯塚市環境センター,ｲｲﾂﾞｶｼｶﾝｷｮｳｾﾝﾀｰ,,,2004,,,,,福岡県飯塚市目尾451番地1,,飯塚市,,,,33.671336,130.694314,,,0948-22-6363,,,,,820-0062,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,飯塚市リサイクルプラザ,ｲｲﾂﾞｶｼﾘｻｲｸﾙﾌﾟﾗｻﾞ,,,2005,,,,,福岡県飯塚市吉北118番地2,,飯塚市,,,,33.680256,130.690881,,,0948-21-1272,,,,,820-0061,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,飯塚市リサイクルプラザ工房棟,ｲｲﾂﾞｶｼﾘｻｲｸﾙﾌﾟﾗｻﾞｺｳﾎﾞｳﾄｳ,,,2005,,,,,福岡県飯塚市吉北118番地2,,飯塚市,,,,33.680256,130.690881,,,0948-22-5679,,,,,820-0061,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,飯塚終末処理場,ｲｲﾂﾞｶｼｭｳﾏﾂｼｮﾘｼﾞｮｳ,,,2003,,,,,福岡県飯塚市柳橋210番地  ,,飯塚市,,,,33.67028,130.693802,,,0948-23-6029,,,,,820-0063,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,うぐいす台団地汚水処理施設,ｳｸﾞｲｽﾀﾞｲﾀﾞﾝﾁｵｽｲｼｮﾘｼｾﾂ,,,2003,,,,,福岡県飯塚市大分1510番地,,飯塚市,,,,33.589536,130.628879,,,0948-72-0710,,,,,820-0712,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,頴田中央東団地汚水処理施設,ｶｲﾀﾁｭｳｵｳﾋｶﾞｼﾀﾞﾝﾁｵｽｲｼｮﾘｼｾﾂ,,,2003,,,,,福岡県飯塚市鹿毛馬1667番地13  ,,飯塚市,,,,33.6833,130.729215,,,,,,,,820-1112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,内野地区農業集落排水処理施設,ｳﾁﾉﾁｸﾉｳｷﾞｮｳｼｭｳﾗｸﾊｲｽｲｼｮﾘｼｾﾂ,,,2003,,,,,福岡県飯塚市内野3638番地,,飯塚市,,,,33.538582,130.640831,,,,,,,,820-0706,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,庄内農産物加工所,ｼｮｳﾅｲﾉｳｻﾝﾌﾞﾂｶｺｳｼﾞｮ,,,3699,,,,,福岡県飯塚市綱分770番地1  ,,飯塚市,,,,33.638298,130.728652,,,,,,,,820-0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,旧伊藤伝右衛門邸,ｷｭｳｲﾄｳﾃﾞﾝｴﾓﾝﾃｲ,,,610,,,,,福岡県飯塚市幸袋300番地,,飯塚市,,,,33.661854,130.686615,,,0948-22-9700,,,,,820-0066,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,旧松喜醤油屋,ｷｭｳﾏﾂｷｼｮｳﾕﾔ   ,,,610,,,,,福岡県飯塚市勢田730番地  ,,飯塚市,,,,33.686916,130.724258,,,0948-25-2930,,,,,820-1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,新産業創出支援センター,ｼﾝｻﾝｷﾞｮｳｿｳｼｭﾂｼｴﾝｾﾝﾀｰ,,,1306,,,,,福岡県飯塚市幸袋576番地14  ,,飯塚市,,,,33.660344,130.681311,,,0948-22-5518,,,,,820-0066,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,飯塚市地方卸売市場,ｲｲﾂﾞｶｼﾁﾎｳｵﾛｼｳﾘｲﾁﾊﾞ,,,4007,,,,,福岡県飯塚市有安958番地18,,飯塚市,,,,33.637543,130.718057,,,0948-43-3474,,,,,820-0111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,飯塚市役所,ｲｲﾂﾞｶｼﾔｸｼｮ,,,1302,,,,,福岡県飯塚市新立岩5番5号  ,,飯塚市,,,,33.64660297,130.6911446,,,0948-22-5500,,,,,820-0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,穂波支所,ﾎﾅﾐｼｼｮ,,,1304,,,,,福岡県飯塚市忠隈523番地  ,,飯塚市,,,,33.619934,130.681732,,,0948-22-0380,,,,,820-0071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,筑穂支所,ﾁｸﾎｼｼｮ,,,1304,,,,,福岡県飯塚市長尾1242番地1  ,,飯塚市,,,,33.569988,130.647161,,,0948-72-1100,,,,,820-0701,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,庄内支所,ｼｮｳﾅｲｼｼｮ   ,,,1304,,,,,福岡県飯塚市綱分802番地7,,飯塚市,,,,33.637794,130.728989,,,0948-82-1200,,,,,820-0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,頴田支所,ｶｲﾀｼｼｮ ,,,1304,,,,,福岡県飯塚市鹿毛馬2333番地4,,飯塚市,,,,33.680292,130.721828,,,0948-92-2211,,,,,820-1112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,飯塚市立岩人権啓発センター,ｲｲﾂﾞｶｼﾀﾃｲﾜｼﾞﾝｹﾝｹｲﾊﾂｾﾝﾀｰ,,,1305,,,,,福岡県飯塚市立岩1738番地2  ,,飯塚市,,,,33.651771,130.691847,,,0948-23-7094,,,,,820-0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,飯塚市穂波人権啓発センター,ｲｲﾂﾞｶｼﾎﾅﾐｼﾞﾝｹﾝｹｲﾊﾂｾﾝﾀｰ,,,1305,,,,,福岡県飯塚市太郎丸974番地1,,飯塚市,,,,33.610054,130.668919,,,0948-28-5622,,,,,820-0076,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,飯塚市筑穂人権啓発センター,ｲｲﾂﾞｶｼﾁｸﾎｼﾞﾝｹﾝｹｲﾊﾂｾﾝﾀｰ,,,1305,,,,,福岡県飯塚市大分1543番地,,飯塚市,,,,33.590555,130.632463,,,0948-72-1110,,,,,820-0712,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,飯塚市男女共同参画推進センター（サンクス）,ｲｲﾂﾞｶｼﾀﾞﾝｼﾞｮｷｮｳﾄﾞｳｻﾝｶｸｽｲｼﾝｾﾝﾀｰ,,,1305,,,,,福岡県飯塚市飯塚14番67号,,飯塚市,,,,33.636307,130.684494,,,0948-22-7058,,,,,820-0041,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,飯塚市市民交流プラザ,ｲｲﾂﾞｶｼｼﾐﾝｺｳﾘｭｳﾌﾟﾗｻﾞ  ,,,1305,,,,,福岡県飯塚市吉原町6番1号,,飯塚市,,,,33.641239,130.686356,,,0948-21-6711,,,,,820-0040,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,飯塚防災センター,ｲｲﾂﾞｶﾎﾞｳｻｲｾﾝﾀｰ,,,2210,,,,,福岡県飯塚市芳雄町16番7号,,飯塚市,,,,33.639656,130.69133,,,0948-21-6102,,,,,820-0018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,飯塚オートレース場,ｲｲﾂﾞｶｵｰﾄﾚｰｽｼﾞｮｳ   ,,,1306,,,,,福岡県飯塚市鯰田147番地  ,,飯塚市,,,,33.65321592,130.7088203,,,0948-22-6326,,,,,820-0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402052,,福岡県飯塚市,いいづかスポーツ・リゾート,ｲｲﾂﾞｶｽﾎﾟｰﾂﾘｿﾞｰﾄ ,,,2314,,,,,福岡県飯塚市仁保8番地37,,飯塚市,,,,33.657201,130.742615,,,0948-82-3177,,,,,820-0115,,,,,,,,,,,,,,,,,,,,,,,,,,,,
