全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,医療機関の種類,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,FAX番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,法人の名称,医療機関コード,診療曜日,診療開始時間,診療終了時間,診療日時特記事項,時間外における対応,診療科目,病床数,災害拠点分類,状況,URL,画像,画像_ライセンス,備考
402052,0000000077,福岡県飯塚市,津川診療所,ツガワシンリョウジョ,,無床診療所,,,福岡県飯塚市新飯塚18-12,,飯塚市,,,,33.643154,130.690292,,,0948-22-1466,,,,,,,,,,月火水木金土,08:30,16:30,水土:午後休診,,内科、小児科,0,,,,,,
402052,0000000078,福岡県飯塚市,角田整形外科医院,ツノダセイケイゲカイイン,,無床診療所,,,福岡県飯塚市吉原町1-8,,飯塚市,,,,33.641544,130.685538,,,0948-29-3388,,,,,,,,,,月火水木金土,08:30,16:00,木土:午後休診,,整形外科、リハビリテーション科,0,,,https://www.tsunoda-seikei.com/,,,
402052,0000000079,福岡県飯塚市,徳永眼科医院,トクナガガンカイイン,,無床診療所,,,福岡県飯塚市楽市141-2,,飯塚市,,,,33.616527,130.680699,,,0948-25-0011,,,,,,,,,,月火水木金土,09:00,18:00,"木:午後休診
土:9:00‐12:30,14:00‐15:00",,眼科,0,,,https://www.tokunaga-ganka.info/,,,
402052,0000000080,福岡県飯塚市,特別養護老人ホームいいづか医務室,トクベツヨウゴロウジンホームイイヅカイムシツ,,無床診療所,,,福岡県飯塚市花瀬157-1,,飯塚市,,,,33.642188,130.659231,,,0948-29-5850,,,,,,,,,,,,,,,内科,0,,,,,,
402052,0000000081,福岡県飯塚市,特別養護老人ホームかいた苑医務室,トクベツヨウゴロウジンホームカイタエンイムシツ,,無床診療所,,,福岡県飯塚市勢田2593-65,,飯塚市,,,,33.70368,130.727026,,,0948-92-5211,,,,,,,,,,,,,,,内科,0,,,,,,
402052,0000000082,福岡県飯塚市,特別養護老人ホームくぬぎ苑医務室,トクベツヨウゴロウジンホームクヌギエンイムシツ,,無床診療所,,,福岡県飯塚市相田114-1,,飯塚市,,,,33.657089,130.661743,,,0948-24-8000,,,,,,,,,,,,,,,内科,0,,,,,,
402052,0000000083,福岡県飯塚市,特別養護老人ホームサミック飯塚医務室,トクベツヨウゴロウジンホームサミックイイヅカイムシツ,,無床診療所,,,福岡県飯塚市太郎丸712番地1,,飯塚市,,,,33.606149,130.673511,,,0948-43-9462,,,,,,,,,,,,,,,内科,0,,,,,,
402052,0000000084,福岡県飯塚市,特別養護老人ホーム第二いずみ苑医務室,トクベツヨウゴロウジンホームダイニイズミエンイムシツ,,無床診療所,,,福岡県飯塚市庄司字鴨居2003番地4,,飯塚市,,,,33.672979,130.661366,,,0948-23-5778,,,,,,,,,,,,,,,内科,0,,,,,,
402052,0000000085,福岡県飯塚市,特別養護老人ホーム太陽の郷医務室,トクベツヨウゴロウジンホームタイヨウノサトイムシツ,,無床診療所,,,福岡県飯塚市下三緒690,,飯塚市,,,,33.632809,130.701245,,,0948-25-7789,,,,,,,,,,,,,,,内科,0,,,,,,
402052,0000000086,福岡県飯塚市,特別養護老人ホーム多田の里医務室,トクベツヨウゴロウジンホームタダノサトイムシツ,,無床診療所,,,福岡県飯塚市多田309-11,,飯塚市,,,,33.643956,130.741843,,,0948-20-4031,,,,,,,,,,,,,,,内科,0,,,,,,
402052,0000000087,福岡県飯塚市,特別養護老人ホーム筑穂桜の園医務室,トクベツヨウゴロウジンホームチクホサクラノソノイムシツ,,無床診療所,,,福岡県飯塚市長尾1428-1,,飯塚市,,,,33.572786,130.643138,,,0948-72-3120,,,,,,,,,,,,,,,内科,0,,,,,,
402052,0000000088,福岡県飯塚市,特別養護老人ホームつばき苑医務室,トクベツヨウゴロウジンホームツバキエンイムシツ,,無床診療所,,,福岡県飯塚市椿623-8,,飯塚市,,,,33.619015,130.651968,,,0948-23-2121,,,,,,,,,,,,,,,内科,0,,,,,,
402052,0000000089,福岡県飯塚市,特別養護老人ホーム天空の杜,トクベツヨウゴロウジンホームテンクウノモリ,,無床診療所,,,福岡県飯塚市平恒181-1,,飯塚市,,,,33.61142,130.686661,,,0948-26-1165,,,,,,,,,,,,,,,内科,0,,,,,,
402052,0000000090,福岡県飯塚市,特別養護老人ホーム天寿園医務室,トクベツヨウゴロウジンホームテンジュエンイムシツ,,無床診療所,,,福岡県飯塚市高田167,,飯塚市,,,,33.595515,130.639007,,,0948-25-3456,,,,,,,,,,,,,,,内科,0,,,,,,
402052,0000000091,福岡県飯塚市,特別養護老人ホームはくりゅう園,トクベツヨウゴロウジンホームハクリュウエン,,無床診療所,,,福岡県飯塚市綱分192-1,,飯塚市,,,,33.628137,130.737669,,,0948-82-2420,,,,,,,,,,,,,,,内科,0,,,,,,
402052,0000000092,福岡県飯塚市,特別養護老人ホーム本陣園医務室,トクベツヨウゴロウジンホームホンジンエンイムシツ,,無床診療所,,,福岡県飯塚市長尾884-1,,飯塚市,,,,33.575664,130.643739,,,0948-72-3777,,,,,,,,,,,,,,,内科,0,,,,,,
402052,0000000093,福岡県飯塚市,（独）労働者健康安全機構　総合せき損センター,ドクリツギョウセイホウジンロウドウシャケンコウアンゼンキコウソウゴウセキソンセンター,,病院,,,福岡県飯塚市伊岐須550-4,,飯塚市,,,,33.64630093,130.6531594,,,0948-24-7500,,,,,,,,,,月火水木黄,08:30,11:30,詳細はホームページをご覧ください。,,内科、整形外科、脳神経外科、リハビリテーション科、泌尿器科、麻酔科,150,,,https://sekisonh.johas.go.jp/,,,
402052,0000000094,福岡県飯塚市,なかおクリニック,ナカオクリニック,,無床診療所,,,福岡県飯塚市堀池254番地1,,飯塚市,,,,33.624536,130.682019,,,0948-21-5755,,,,,,,,,,月火木金土,09:30,17:00,土:午後休診,,外科、胃腸内科、消化器内科、肛門外科、リハビリテーション科,0,,,,,,
402052,0000000095,福岡県飯塚市,なかしま内科・糖尿病・腎クリニック,ナカシマナイカ・トウニョウビョウ・ジンクリニック,,有床診療所,,,福岡県飯塚市西町1番4号,,飯塚市,,,,33.640114,130.682632,,,0948-22-8811,,,,,,,,,,月火水木金土,09:00,17:30,木土:午後休診,,内科、糖尿病内科、腎臓内科、人工透析内科、循環器内科、リハビリテーション科,12,,,https://nakashimaclinic.jp/,,,
402052,0000000096,福岡県飯塚市,（医）中武眼科クリニック,ナカタケガンカクリニック,,無床診療所,,,福岡県飯塚市西町2-11,,飯塚市,,,,33.639053,130.682114,,,0948-22-8082,,,,,,,,,,月火水木金土,09:00,17:00,,,眼科,0,,,https://nakatakeganka.com/,,,
402052,0000000097,福岡県飯塚市,（医）中野医院,ナカノイイン,,有床診療所,,,福岡県飯塚市新飯塚5-7,,飯塚市,,,,33.644073,130.692856,,,0948-22-3283,,,,,,,,,,月火水木金土,08:30,18:00,"月:8:30-12:30、14:00-19:30
木土:午後休診",,内科、消化器科,15,,,https://www.nakanoclinic-iizuka.com/,,,
402052,0000000098,福岡県飯塚市,奈田クリニック,ナタクリニック,,無床診療所,,,福岡県飯塚市横田325-1,,飯塚市,,,,33.64317,130.672148,,,0948-24-5080,,,,,,,,,,月火水木金土,09:00,18:00,木土:午後休診,,内科、小児科,0,,,,,,
402052,0000000099,福岡県飯塚市,ナワタ消化器外科医院,ナワタショウカキゲカイイン,,無床診療所,,,福岡県飯塚市横田334,,飯塚市,,,,33.641509,130.67349,,,0948-24-2303,,,,,,,,,,月火水木金,08:30,16:30,,,内科、胃腸科、外科、麻酔科,0,,,,,,
402052,0000000100,福岡県飯塚市,（医）西園内科クリニック,ニシゾノナイカクリニック,,無床診療所,,,福岡県飯塚市小正40-1,,飯塚市,,,,33.624929,130.663426,,,0948-24-9308,,,,,,,,,,月火水木金土,09:00,17:30,水土:午後休診,,内科、消化器科、リハビリテーション科,0,,,https://nishizono-clinic.com/,,,
402052,0000000101,福岡県飯塚市,（医）西原内科消化器科クリニック,ニシハラナイカショウカキカクリニック,,無床診療所,,,福岡県飯塚市新立岩4-10,,飯塚市,,,,33.645836,130.691814,,,0948-25-0070,,,,,,,,,,月火水木金土,08:30,18:00,水土:午後休診,,内科、胃腸科、消化器科、循環器科,0,,,https://www.nishihara-mclinic.com/,,,
402052,0000000102,福岡県飯塚市,二宮医院,ニノミヤイイン,,無床診療所,,,福岡県飯塚市潤野855,,飯塚市,,,,33.631978,130.661661,,,0948-22-3272,,,,,,,,,,月火水木金土,09:00,18:00,水土:午後休診,,内科、小児科、消化器内科、循環器内科,0,,,,,,
402052,0000000103,福岡県飯塚市,野見山医院,ノミヤマイイン,,無床診療所,,,福岡県飯塚市伊川406番地1,,飯塚市,,,,33.650601,130.648953,,,0948-22-8668,,,,,,,,,,月火水木金土,09:00,17:30,木土:午後休診,,内科、消化器内科、小児科,0,,,,,,
402052,0000000104,福岡県飯塚市,橋川整形外科医院,ハシカワセイケイゲカイイン,,無床診療所,,,福岡県飯塚市枝国269番地6,,飯塚市,,,,33.634658,130.676451,,,0948-24-3403,,,,,,,,,,月火水木金土,09:00,18:00,土:午後休診,,整形外科,0,,,,,,
402052,0000000105,福岡県飯塚市,長谷川整形外科医院,ハセガワセイケイゲカイイン,,無床診療所,,,福岡県飯塚市本町1162-8,,飯塚市,,,,33.640263,130.685828,,,0948-23-0035,,,,,,,,,,月火水木金土,09:00,17:30,木土:午後休診,,整形外科、リハビリテーション科,0,,,,,,
402052,0000000106,福岡県飯塚市,はた眼科,ハタガンカ,,無床診療所,,,福岡県飯塚市菰田西3丁目6番1号,,飯塚市,,,,33.63187,130.685364,,,0948-43-8871,,,,,,,,,,月火水金土日祝,10:00,17:30,,,眼科,0,,,https://hata-ganka.navi-clinic.jp/,,,
402052,0000000107,福岡県飯塚市,はやかわ漢方クリニック,ハヤカワカンポウクリニック,,無床診療所,,,福岡県飯塚市大日寺126-1,,飯塚市,,,,33.639798,130.648009,,,0948-26-8822,,,,,,,,,,,,,,,漢方内科、皮膚科,0,,,,,,
402052,0000000108,福岡県飯塚市,（医）林医院,ハヤシイイン,,無床診療所,,,福岡県飯塚市相田262-3,,飯塚市,,,,33.656571,130.660164,,,0948-22-5333,,,,,,,,,,月火水木金土,08:30,17:30,水土:午後休診,,内科、小児科、呼吸器科、胃腸科,0,,,,,,
402052,0000000109,福岡県飯塚市,（医）林田胃腸科医院,ハヤシダイチョウカイイン,,無床診療所,,,福岡県飯塚市片島2-5-4,,飯塚市,,,,33.646591,130.684097,,,0948-22-8656,,,,,,,,,,月火水木金土,09:00,17:30,土:午後休診,,内科、胃腸科、放射線科,0,,,,,,
402052,0000000110,福岡県飯塚市,（医）樋口医院,ヒグチイイン,,無床診療所,,,福岡県飯塚市横田838,,飯塚市,,,,33.650726,130.668715,,,0948-22-1274,,,,,,,,,,月火水木金土,08:30,18:00,水土:午後休診,,内科、循環器内科、小児科,0,,,https://www.higuchi-naika-junkankika.com/,,,
402052,0000000111,福岡県飯塚市,（医）ひじい小児科クリニック,ヒジイショウニカクリニック,,無床診療所,,,福岡県飯塚市川津84-1,,飯塚市,,,,33.656125,130.681091,,,0948-21-6661,,,,,,,,,,月火水木金土,08:30,18:00,"木:8:30-12:30
土:8:30-13:00",,小児科、アレルギー科,0,,,,,,
402052,0000000112,福岡県飯塚市,ひだ内科クリニック,ヒダナイカクリニック,,無床診療所,,,福岡県飯塚市伊川548-1,,飯塚市,,,,33.651414,130.652928,,,0948-52-6801,,,,,,,,,,月火水木金土,09:00,18:00,水土:午後休診,,内科,0,,,https://hida-cl.com/,,,
402052,0000000113,福岡県飯塚市,泌尿器科C.U．クリニック,ヒニョウキカシーユークリニック,,有床診療所,,,福岡県飯塚市川津405-1,,飯塚市,,,,33.647869,130.675674,,,0948-23-1249,,,,,,,,,,月火水木金土,08:45,16:30,土:午後休診,,内科、泌尿器科,11,,,https://www.cu-clinic.com/,,,
402052,0000000114,福岡県飯塚市,（医）広瀬医院,ヒロセイイン,,無床診療所,,,福岡県飯塚市綱分756,,飯塚市,,,,33.639186,130.729086,,,0948-82-0027,,,,,,,,,,月火水木金土,08:30,17:30,水土:午後休診,,内科、小児科、リハビリテーション科、麻酔科,0,,,https://www.hiroseiin.jp/,,,
402052,0000000115,福岡県飯塚市,福岡県嘉穂・鞍手保健所本庁舎,フクオカケンカホ・クラテホケンジョホンチョウシャ,,無床診療所,,,福岡県飯塚市新立岩8-1,,飯塚市,,,,33.648154,130.689819,,,0948-21-4911,,,,,,,,,,,,,,,内科,0,,,,,,
402052,0000000116,福岡県飯塚市,福岡県済生会飯塚嘉穂病院,フクオカケンサイセイカイイイヅカカホビョウイン,,病院,,,福岡県飯塚市太郎丸265,,飯塚市,,,,33.60143483,130.667332,,,0948-22-3740,,,,,,,,,,月火水木金,08:30,11:00,詳細はホームページをご覧ください。,,内科、消化器内科、呼吸器内科、循環器内科、眼科、外科、整形外科、リウマチ科、リハビリテーション科、放射線科、緩和ケア内科、心療内科、皮膚科、脳神経内科、心療精神科、皮膚腫瘍科、糖尿病内科、膵臓内科,197,,,https://iizuka-kaho.jp/,,,
402052,0000000117,福岡県飯塚市,(医）ふくはだ皮ふ科クリニック,フクハダヒフカクリニック,,無床診療所,,,福岡県飯塚市伊岐須640-1,,飯塚市,,,,33.651378,130.65774,,,0948-26-2277,,,,,,,,,,月火水木金土,08:45,17:30,"木土:午後休診
土曜日はオンライン予約のみ",,皮膚科,0,,,https://fukuhada.com/,,,
402052,0000000118,福岡県飯塚市,（医）福豊会　豊永医院,フクホウカイトヨナガイイン,,無床診療所,,,福岡県飯塚市吉原町1番9号,,飯塚市,,,,33.64183,130.685844,,,0948-22-5423,,,,,,,,,,月火水木金土,09:00,17:00,水土:午後休診,,胃腸内科、大腸・肛門外科,0,,,http://www.toyonaga.org/,,,
402052,0000000119,福岡県飯塚市,藤井泌尿器科医院,フジイヒニョウキカイイン,,無床診療所,,,福岡県飯塚市飯塚8-20,,飯塚市,,,,33.635082,130.686225,,,0948-21-5550,,,,,,,,,,月火水木金土,09:00,18:00,水土:午後休診,,泌尿器科,0,,,,,,
402052,0000000120,福岡県飯塚市,細川小児科内科医院,ホソカワショウニカナイカイイン,,無床診療所,,,福岡県飯塚市鯰田1772,,飯塚市,,,,33.66776,130.701985,,,0948-22-1088,,,,,,,,,,月火水木金土,09:00,18:00,土:午後休診,,小児科、内科,0,,,,,,
402052,0000000121,福岡県飯塚市,穂波整形外科,ホナミセイケイゲカ,,無床診療所,,,福岡県飯塚市太郎丸742,,飯塚市,,,,33.606083,130.671432,,,0948-25-0066,,,,,,,,,,月火水木金土,08:30,17:00,水土:午後休診,,整形外科、リハビリテーション科、リウマチ科,0,,,https://honami-or.com/,,,
402052,0000000122,福岡県飯塚市,（医）前田眼科クリニック,マエダガンカクリニック,,無床診療所,,,福岡県飯塚市枝国666-48,,飯塚市,,,,33.637032,130.672928,,,0948-43-3558,,,,,,,,,,月火水金土日,09:30,18:00,"水:午後休診
水:第1、第3は休診",,眼科,0,,,https://maedagankaclinic.com/,,,
402052,0000000123,福岡県飯塚市,松浦医院,マツウライイン,,無床診療所,,,福岡県飯塚市飯塚19-20,,飯塚市,,,,33.637141,130.683446,,,0948-22-3657,,,,,,,,,,月火水木金土,09:00,17:30,水土:午後休診,,内科、小児科、放射線科,0,,,https://matsuuraiin.webnode.jp/,,,
402052,0000000124,福岡県飯塚市,（医）松岡産婦人科医院,マツオカサンフジンカイイン,,有床診療所,,,福岡県飯塚市飯塚10-10,,飯塚市,,,,33.635908,130.685999,,,0948-24-7963,,,,,,,,,,月火水木金土,09:00,17:00,土:午後休診,,産婦人科、女性内科、漢方内科,5,,,https://www.matsuoka-sanfujinka.com/access,,,
402052,0000000125,福岡県飯塚市,松口循環器科・内科医院,マツグチジュンカンキカ・ナイカイイン,,無床診療所,,,福岡県飯塚市楽市131-1,,飯塚市,,,,33.615209,130.680603,,,0948-26-0800,,,,,,,,,,月火水木金土,09:00,17:30,水土:午後休診,,内科、循環器科,0,,,http://matsuguchi-c.jp/,,,
402052,0000000126,福岡県飯塚市,松隈眼科医院,マツグマガンカイイン,,無床診療所,,,福岡県飯塚市吉原町2番2号,,飯塚市,,,,33.640857,130.685404,,,0948-22-0542,,,,,,,,,,月火水木金土,09:00,18:00,土:午後休診,,眼科,0,,,http://www.matsuguma-eye.jp/,,,
402052,0000000127,福岡県飯塚市,まつなり医院,マツナリイイン,,無床診療所,,,福岡県飯塚市庄司36-5,,飯塚市,,,,33.673801,130.674412,,,0948-22-0643,,,,,,,,,,月火水木金土,09:00,17:30,水土:午後休診,,内科、小児科、呼吸器科、リハビリテーション科,0,,,,,,
402052,0000000128,福岡県飯塚市,丸野クリニック,マルノクリニック,,無床診療所,,,福岡県飯塚市立岩1308-12,,飯塚市,,,,33.649226,130.695462,,,0948-25-0188,,,,,,,,,,月火水木金土,08:30,16:30,木土:午後休診,,精神科、心療内科,0,,,,,,
402052,0000000129,福岡県飯塚市,三笠外科医院,ミカサゲカイイン,,無床診療所,,,福岡県飯塚市中497,,飯塚市,,,,33.664483,130.683961,,,0948-22-2113,,,,,,,,,,月火水木金土,09:00,17:00,水土:午後休診,,外科、整形外科、胃腸内科,0,,,,,,
402052,0000000130,福岡県飯塚市,三宅脳神経外科病院,ミヤケノウシンケイゲカビョウイン,,病院,,,福岡県飯塚市楽市243-11,,飯塚市,,,,33.61307075,130.6800293,,,0948-25-5050,,,,,,,,,,月火水木金土,08:30,17:00,"土:午後休診
手術の場合は午後の外来診療がない場合があります。",,脳神経外科、リハビリテーション科,44,,,,,,
402052,0000000131,福岡県飯塚市,（医）宮嶋医院,ミヤジマイイン,,有床診療所,,,福岡県飯塚市忠隈380,,飯塚市,,,,33.623093,130.684438,,,0948-22-1477,,,,,,,,,,月火水木金土,09:00,17:00,土:午後休診,,内科、外科、胃腸科、小児科,8,,,http://miyajimaiin.com/,,,
402052,0000000132,福岡県飯塚市,宮嶋耳鼻咽喉科,ミヤジマジビインコウカ,,無床診療所,,,福岡県飯塚市南尾400-1,,飯塚市,,,,33.617103,130.681359,,,0948-28-3347,,,,,,,,,,月火水木金土,08:30,18:00,"木土:午後休診
木:8:30‐12:30
土:8:30‐13:30",,耳鼻咽喉科、気管食道外科、アレルギー科,0,,,https://www.miyajima-jibika.com/,,,
402052,0000000133,福岡県飯塚市,（医）みやじま内科・呼吸器内科クリニック,ミヤジマナイカ・コキュウキナイカクリニック,,無床診療所,,,福岡県飯塚市菰田西2-3-52,,飯塚市,,,,33.62819,130.68734,,,0948-23-0578,,,,,,,,,,月火水木金土,09:00,18:00,水土:午後休診,,内科、呼吸器内科、アレルギー科,0,,,https://miyajimacl.ci-hp.jp/,,,
402052,0000000134,福岡県飯塚市,明治記念医院,メイジキネンイイン,,有床診療所,,,福岡県飯塚市川津360番地3,,飯塚市,,,,33.64701005,130.6767229,,,0948-25-2345,,,,,,,,,,月火水木金土,09:00,17:00,土:午後休診,,整形外科、内科、脳神経内科、形成外科、リハビリテーション科,19,,,,,,
402052,0000000135,福岡県飯塚市,（医）弥永内科小児科医院,ヤナガナイカショウニカイイン,,無床診療所,,,福岡県飯塚市鯰田2517-201,,飯塚市,,,,33.652744,130.703267,,,0948-24-8680,,,,,,,,,,月火水木金土,09:00,17:00,水土:午後休診,,内科、小児科、胃腸科,0,,,,,,
402052,0000000136,福岡県飯塚市,（医）裕和会　おおやぶクリニック,ユウワカイオオヤブクリニック,,有床診療所,,,福岡県飯塚市川津208-2,,飯塚市,,,,33.65203,130.67997,,,0948-25-3331,,,,,,,,,,月火水木金土,09:00,17:00,土:午後休診,,泌尿器科、内科、性感染症内科,19,,,,,,
402052,0000000137,福岡県飯塚市,（医）夢結　らそうむ内科リハビリテーションクリニック,ユメムスビラソウムナイカリハビリテーションクリニック,,無床診療所,,,福岡県飯塚市鯰田2219番地20,,飯塚市,,,,33.658942,130.695183,,,0948-43-3151,,,,,,,,,,月火水木金土,08:30,17:00,水土:午後休診,,内科、漢方内科、リハビリテーション科、小児科,0,,,https://rasoumu-cl.com/,,,
402052,0000000138,福岡県飯塚市,養護老人ホーム愛生苑　医務室,ヨウゴロウジンホームアイセイエンイムシツ,,無床診療所,,,福岡県飯塚市口原1050番地1,,飯塚市,,,,33.68588,130.720718,,,0948-96-3000,,,,,,,,,,,,,,,内科,0,,,,,,
402052,0000000139,福岡県飯塚市,よしかわ整形外科,ヨシカワセイケイゲカ,,無床診療所,,,福岡県飯塚市柏の森1-1,,飯塚市,,,,33.645162,130.708938,,,0949-30-2009,,,,,,,,,,月火水木金土,09:00,17:30,水土:午後休診,,整形外科、リハビリテーション科,0,,,https://yoshikawa-seikei.jp/,,,
402052,0000000140,福岡県飯塚市,陸上自衛隊飯塚駐屯地医務室,リクジョウジエイタイイイヅカチュウトンチイムシツ,,無床診療所,,,福岡県飯塚市津島282,,飯塚市,,,,33.679482,130.676407,,,0948-22-7651,,,,,,,,,,,,,一般開放なし,,内科、外科、歯科,0,,,,,,
